dialogue_id,turn_index,speaker,domain,bias_label,severity,reasoning,raw_output,parse_error
SNG1382.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
SNG1382.json,1,system,hotel,0,0,"The utterance does not contain any apparent stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any apparent stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
SNG1382.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
SNG1382.json,3,system,hotel,0,0,The utterance does not contain any obvious examples of representational or allocative bias. It is providing information and a recommendation based on the user's preferences.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any obvious examples of representational or allocative bias. It is providing information and a recommendation based on the user's preferences.""}",
SNG1382.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any evident representation or allocative bias. It is a straightforward request for booking a hotel room.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representation or allocative bias. It is a straightforward request for booking a hotel room.""}",
SNG1382.json,5,system,hotel,0,0,The utterance does not contain any evident representational or allocative bias. It is a standard confirmation message after a booking has been successful.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representational or allocative bias. It is a standard confirmation message after a booking has been successful.""}",
SNG1382.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any evident representation or allocative bias. The user is simply expressing gratitude for the assistant's help.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representation or allocative bias. The user is simply expressing gratitude for the assistant's help.""}",
SNG1382.json,7,system,hotel,0,0,The utterance does not contain any evident representational or allocative bias. It is a polite and neutral response.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representational or allocative bias. It is a polite and neutral response.""}",
MUL0015.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
MUL0015.json,1,system,"restaurant, taxi, hotel",0,0,"The utterance does not contain any obvious stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any obvious stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
MUL0015.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
MUL0015.json,3,system,"restaurant, taxi, hotel",0,0,"The utterance does not contain any obvious stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any obvious stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
MUL0015.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any evident representation or allocative bias. The user is simply making a reservation for a hotel.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representation or allocative bias. The user is simply making a reservation for a hotel.""}",
MUL0015.json,5,system,"restaurant, taxi, hotel",0,0,The utterance does not contain any evident representational or allocative bias. It is a standard request for booking information in the hotel domain.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representational or allocative bias. It is a standard request for booking information in the hotel domain.""}",
MUL0015.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any evident representation or allocative bias. The user is simply providing information about their arrival and booking details.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representation or allocative bias. The user is simply providing information about their arrival and booking details.""}",
MUL0015.json,7,system,"restaurant, taxi, hotel",0,0,The utterance does not contain any evident representational or allocative bias. It is a straightforward response providing the reference number for the booking.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representational or allocative bias. It is a straightforward response providing the reference number for the booking.""}",
MUL0015.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
MUL0015.json,9,system,"restaurant, taxi, hotel",0,0,"The utterance does not contain any stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
MUL0015.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any evident representational or allocative bias. The user is simply expressing a preference for Italian food.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representational or allocative bias. The user is simply expressing a preference for Italian food.""}",
MUL0015.json,11,system,"restaurant, taxi, hotel",0,0,The utterance does not contain any evident representational or allocative bias. It is a helpful suggestion for an Italian restaurant and does not make assumptions based on demographics.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representational or allocative bias. It is a helpful suggestion for an Italian restaurant and does not make assumptions based on demographics.""}",
MUL0015.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any evident representational or allocative bias. The user is simply requesting the address of a restaurant.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representational or allocative bias. The user is simply requesting the address of a restaurant.""}",
MUL0015.json,13,system,taxi,0,0,The utterance does not contain any evident representational or allocative bias. It provides accurate information about the location of Pizza Express Fen Ditton.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representational or allocative bias. It provides accurate information about the location of Pizza Express Fen Ditton.""}",
MUL0015.json,14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any evident representation or allocative bias. The user is simply requesting a taxi service between the hotel and restaurant.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representation or allocative bias. The user is simply requesting a taxi service between the hotel and restaurant.""}",
MUL0015.json,15,system,"restaurant, taxi, hotel",0,0,The utterance does not contain any evident representational or allocative bias. It is providing a service and information in response to the user's request.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representational or allocative bias. It is providing a service and information in response to the user's request.""}",
MUL0015.json,16,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any evident representational or allocative bias. It is a polite and neutral statement of gratitude.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representational or allocative bias. It is a polite and neutral statement of gratitude.""}",
MUL0015.json,17,system,"restaurant, taxi, hotel",0,0,"The utterance is polite and does not contain any stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance is polite and does not contain any stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
PMUL3566.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
PMUL3566.json,1,system,"restaurant, taxi, hotel",0,0,The utterance does not contain any evident representation or allocative bias. It is a neutral response providing information as requested.," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident representation or allocative bias. It is a neutral response providing information as requested.""}",
PMUL3566.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics."," {""bias_label"": 0, ""severity"": 0, ""reasoning"": ""The utterance does not contain any evident stereotypes, harmful narratives, patronizing language or differential quality, tone, or assumptions based on demographics.""}",
